,Area Name,Occupational Code,Occupation,Naics Code,Industry,Year,Employment,Employment Relative Standard Error,Response Rate(%),Hourly wage; mean,Annual wage; mean,Wage Relative Standard Error,Hourly wage; 10th percentile,Hourly wage; 25th percentile,Hourly wage; median,Hourly wage; 75th percentile,Hourly wage; 90th percentile,Annual wage; 10th percentile,Annual wage; 25th percentile,Annual wage; median,Annual wage; 75th percentile,Annual wage; 90th percentile,NLP_Category
488,North Carolina,25-1194,"Career/Technical Education Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"7,580",1.8,21,$27.71,"$57,640",0.8,$17.83,$22.46,$27.10,$31.03,$39.99,"$37,080","$46,710","$56,360","$64,530","$83,190",Non Entry level and Tech
489,North Carolina,29-2034,Radiologic Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,"7,390",2.6,21,$30.34,"$63,110",0.8,$21.94,$24.47,$30.03,$36.11,$39.46,"$45,640","$50,890","$62,460","$75,100","$82,080",Non Entry level and Tech
490,North Carolina,31-9099,"Healthcare Support Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"3,770",4.4,21,$19.94,"$41,480",0.7,$14.35,$15.72,$18.56,$23.16,$28.95,"$29,840","$32,700","$38,600","$48,180","$60,220",Non Entry level and Tech
491,North Carolina,17-2199,"Engineers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"2,820",5.2,21,$51.04,"$106,160",1.1,$29.57,$37.87,$49.34,$62.92,$77.02,"$61,500","$78,770","$102,620","$130,880","$160,200",Non Entry level and Tech
492,North Carolina,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,970",6.4,21,$15.03,"$31,260",1.4,$10.93,$13.19,$14.13,$16.79,$19.13,"$22,730","$27,440","$29,400","$34,920","$39,780",Non Entry level and Tech
493,North Carolina,19-1022,Microbiologists,0,"Cross-industry, private, federal, state, and local",2022,660,13.6,21,$39.78,"$82,730",3.1,$23.01,$30.86,$39.44,$50.00,$55.33,"$47,850","$64,190","$82,040","$104,000","$115,080",Non Entry level and Tech
494,North Carolina,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,570,6.6,21,$18.83,"$39,170",1.8,$13.99,$15.44,$17.72,$21.70,$24.77,"$29,090","$32,110","$36,850","$45,140","$51,510",Non Entry level and Tech
495,North Carolina,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",0,"Cross-industry, private, federal, state, and local",2022,440,11.7,21,$19.53,"$40,620",2.8,$14.24,$15.44,$17.70,$23.35,$25.93,"$29,620","$32,100","$36,820","$48,560","$53,930",Entry level and Non-tech
496,North Carolina,19-4012,Agricultural Technicians,0,"Cross-industry, private, federal, state, and local",2022,350,10.2,21,$18.74,"$38,980",2.9,$11.37,$16.45,$17.84,$20.77,$27.38,"$23,650","$34,220","$37,110","$43,200","$56,950",Non Entry level and Tech
497,North Carolina,19-2012,Physicists,0,"Cross-industry, private, federal, state, and local",2022,320,15.0,21,$72.02,"$149,790",2.3,$29.86,$50.85,$81.99,$94.32,$102.42,"$62,100","$105,770","$170,550","$196,180","$213,040",Non Entry level and Tech
498,North Carolina,39-3011,Gambling Dealers,0,"Cross-industry, private, federal, state, and local",2022,*,2.2,22,$14.79,"$30,750",1.6,$9.56,$12.17,$15.36,$15.36,$15.36,"$19,880","$25,320","$31,940","$31,940","$31,940",Non Entry level and Non-tech
499,North Carolina,13-1071,Human Resources Specialists,0,"Cross-industry, private, federal, state, and local",2022,"28,160",2.6,22,$33.11,"$68,870",1.0,$18.44,$22.98,$29.65,$39.27,$51.03,"$38,360","$47,800","$61,670","$81,680","$106,140",Non Entry level and Tech
500,North Carolina,11-9111,Medical and Health Services Managers,0,"Cross-industry, private, federal, state, and local",2022,"12,230",1.6,22,$60.20,"$125,220",1.2,$32.65,$39.43,$49.47,$64.07,$100.43,"$67,910","$82,000","$102,910","$133,260","$208,900",Non Entry level and Tech
501,North Carolina,17-2051,Civil Engineers,0,"Cross-industry, private, federal, state, and local",2022,"10,450",4.3,22,$44.37,"$92,280",1.1,$29.81,$35.37,$39.05,$49.20,$63.28,"$62,010","$73,570","$81,230","$102,340","$131,610",Non Entry level and Tech
502,North Carolina,11-2021,Marketing Managers,0,"Cross-industry, private, federal, state, and local",2022,"10,420",2.6,22,$69.61,"$144,790",1.3,$37.83,$48.94,$64.42,$82.09,$105.09,"$78,680","$101,790","$133,980","$170,750","$218,580",Non Entry level and Non-tech
503,North Carolina,11-3012,Administrative Services Managers,0,"Cross-industry, private, federal, state, and local",2022,"6,420",2.8,22,$52.22,"$108,620",1.4,$28.63,$37.39,$48.07,$63.24,$81.20,"$59,550","$77,770","$99,980","$131,540","$168,900",Entry level and Non-tech
504,North Carolina,51-9011,Chemical Equipment Operators and Tenders,0,"Cross-industry, private, federal, state, and local",2022,"5,580",4.5,22,$25.03,"$52,060",1.4,$16.33,$19.70,$23.53,$30.02,$35.21,"$33,970","$40,970","$48,950","$62,440","$73,240",Non Entry level and Tech
505,North Carolina,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",0,"Cross-industry, private, federal, state, and local",2022,"4,080",6.8,22,$26.44,"$54,990",1.1,$18.63,$22.60,$25.83,$30.05,$35.00,"$38,760","$47,020","$53,720","$62,500","$72,800",Non Entry level and Tech
506,North Carolina,13-2099,"Financial Specialists, All Other",0,"Cross-industry, private, federal, state, and local",2022,"2,850",10.6,22,$37.63,"$78,270",2.1,$21.18,$28.06,$33.95,$46.33,$60.51,"$44,050","$58,360","$70,620","$96,370","$125,850",Non Entry level and Tech
507,North Carolina,29-2081,"Opticians, Dispensing",0,"Cross-industry, private, federal, state, and local",2022,"1,980",5.3,22,$22.37,"$46,540",2.2,$13.93,$16.46,$18.93,$28.80,$33.60,"$28,970","$34,230","$39,360","$59,900","$69,880",Non Entry level and Tech
508,North Carolina,43-5021,Couriers and Messengers,0,"Cross-industry, private, federal, state, and local",2022,"1,810",9.5,22,$16.30,"$33,890",2.1,$11.40,$13.55,$16.09,$17.50,$22.33,"$23,710","$28,180","$33,470","$36,400","$46,450",Non Entry level and Tech
509,North Carolina,15-2041,Statisticians,0,"Cross-industry, private, federal, state, and local",2022,"1,550",6.7,22,$57.28,"$119,140",2.1,$32.99,$41.03,$52.51,$66.96,$86.41,"$68,620","$85,340","$109,210","$139,270","$179,740",Non Entry level and Non-tech
510,North Carolina,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,040",8.0,22,$48.71,"$101,310",3.4,$28.19,$33.42,$43.83,$60.63,$78.90,"$58,640","$69,510","$91,170","$126,100","$164,110",Non Entry level and Tech
511,North Carolina,19-4042,"Environmental Science and Protection Technicians, Including Health",0,"Cross-industry, private, federal, state, and local",2022,980,17.1,22,$22.38,"$46,550",1.9,$15.47,$17.78,$22.03,$24.66,$29.62,"$32,180","$36,980","$45,830","$51,290","$61,620",Non Entry level and Tech
512,North Carolina,27-1011,Art Directors,0,"Cross-industry, private, federal, state, and local",2022,610,8.9,22,$50.13,"$104,280",4.6,$24.15,$33.16,$47.25,$59.48,$84.13,"$50,240","$68,960","$98,280","$123,710","$174,990",Non Entry level and Non-tech
513,North Carolina,19-1021,Biochemists and Biophysicists,0,"Cross-industry, private, federal, state, and local",2022,400,9.0,22,$45.40,"$94,420",3.1,$26.71,$33.60,$44.57,$51.17,$64.42,"$55,560","$69,890","$92,710","$106,430","$133,980",Non Entry level and Tech
514,North Carolina,53-5021,"Captains, Mates, and Pilots of Water Vessels",0,"Cross-industry, private, federal, state, and local",2022,380,8.3,22,$30.31,"$63,030",4.4,$13.10,$21.30,$27.25,$30.70,$47.62,"$27,250","$44,300","$56,690","$63,850","$99,040",Non Entry level and Tech
515,North Carolina,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,350,16.6,22,$18.38,"$38,220",4.2,$12.75,$16.00,$16.27,$21.07,$26.33,"$26,510","$33,280","$33,840","$43,830","$54,770",Non Entry level and Tech
516,North Carolina,29-1212,Cardiologists,0,"Cross-industry, private, federal, state, and local",2022,330,24.7,22,$198.30,"$412,460",6.5,$95.40,*,*,*,*,"$198,420",*,*,*,*,Non Entry level and Tech
517,North Carolina,29-1217,Neurologists,0,"Cross-industry, private, federal, state, and local",2022,120,41.1,22,*,*,6.7,$112.98,*,*,*,*,"$235,000",*,*,*,*,Non Entry level and Tech
518,North Carolina,51-4062,"Patternmakers, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,90,22.7,22,$17.81,"$37,040",3.2,$12.50,$13.16,$16.50,$19.75,$26.59,"$26,000","$27,370","$34,330","$41,090","$55,310",Non Entry level and Tech
519,North Carolina,39-5091,"Makeup Artists, Theatrical and Performance",0,"Cross-industry, private, federal, state, and local",2022,10,43.3,22,*,*,35.3,*,*,*,*,*,*,*,*,*,*,Non Entry level and Non-tech
520,North Carolina,11-3021,Computer and Information Systems Managers,0,"Cross-industry, private, federal, state, and local",2022,"19,140",1.6,23,$76.03,"$158,140",0.7,$47.13,$59.98,$73.27,$83.39,$106.59,"$98,020","$124,750","$152,400","$173,450","$221,710",Non Entry level and Tech
521,North Carolina,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",0,"Cross-industry, private, federal, state, and local",2022,"19,110",1.6,23,$34.73,"$72,240",1.1,$21.34,$26.41,$32.88,$40.64,$49.38,"$44,400","$54,930","$68,390","$84,520","$102,720",Non Entry level and Tech
522,North Carolina,29-2010,Clinical Laboratory Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,"12,540",3.5,23,$25.45,"$52,940",1.6,$16.38,$18.15,$23.87,$30.88,$37.51,"$34,070","$37,760","$49,640","$64,230","$78,020",Non Entry level and Tech
523,North Carolina,15-1244,Network and Computer Systems Administrators,0,"Cross-industry, private, federal, state, and local",2022,"9,870",5.6,23,$42.93,"$89,290",2.4,$22.96,$30.66,$40.17,$51.36,$65.79,"$47,760","$63,760","$83,550","$106,830","$136,850",Non Entry level and Tech
524,North Carolina,29-2099,"Health Technologists and Technicians, All Other",0,"Cross-industry, private, federal, state, and local",2022,"6,670",2.2,23,$20.81,"$43,290",0.7,$15.03,$16.79,$18.32,$23.31,$30.02,"$31,270","$34,930","$38,100","$48,480","$62,450",Non Entry level and Tech
525,North Carolina,49-9051,Electrical Power-Line Installers and Repairers,0,"Cross-industry, private, federal, state, and local",2022,"5,630",4.5,23,$33.07,"$68,790",0.7,$22.41,$24.93,$31.81,$39.39,$44.62,"$46,620","$51,850","$66,160","$81,930","$92,820",Entry level and Non-tech
526,North Carolina,43-3051,Payroll and Timekeeping Clerks,0,"Cross-industry, private, federal, state, and local",2022,"4,090",5.1,23,$22.97,"$47,770",2.1,$15.16,$18.02,$22.35,$27.15,$31.99,"$31,540","$37,490","$46,490","$56,470","$66,540",Entry level and Non-tech
527,North Carolina,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0,"Cross-industry, private, federal, state, and local",2022,"3,360",4.2,23,$15.83,"$32,930",1.2,$11.64,$13.50,$14.38,$18.65,$20.15,"$24,220","$28,080","$29,920","$38,780","$41,910",Non Entry level and Tech
528,North Carolina,51-9031,"Cutters and Trimmers, Hand",0,"Cross-industry, private, federal, state, and local",2022,"1,270",8.3,23,$20.25,"$42,120",1.9,$13.31,$16.37,$19.16,$23.21,$27.78,"$27,680","$34,050","$39,850","$48,270","$57,790",Entry level and Non-tech
529,North Carolina,17-3028,Calibration Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,470,24.1,23,$31.34,"$65,190",10.6,$16.05,$22.74,$30.00,$39.73,$46.90,"$33,390","$47,300","$62,400","$82,640","$97,550",Non Entry level and Tech
530,North Carolina,27-4032,Film and Video Editors,0,"Cross-industry, private, federal, state, and local",2022,320,26.0,23,$27.24,"$56,660",5.8,$15.38,$20.38,$23.96,$31.88,$43.60,"$31,990","$42,390","$49,840","$66,320","$90,690",Non Entry level and Tech
531,North Carolina,51-6092,Fabric and Apparel Patternmakers,0,"Cross-industry, private, federal, state, and local",2022,180,17.7,23,$24.52,"$51,000",6.3,$13.71,$19.65,$24.36,$29.00,$34.19,"$28,510","$40,870","$50,660","$60,320","$71,120",Non Entry level and Tech
532,North Carolina,53-6099,"Transportation Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,140,30.2,23,$21.04,"$43,760",2.7,$13.28,$16.18,$19.29,$24.02,$29.25,"$27,630","$33,660","$40,110","$49,950","$60,840",Non Entry level and Tech
533,North Carolina,53-4099,"Rail Transportation Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,80,34.6,23,$21.19,"$44,060",4.5,$16.08,$16.15,$18.93,$23.48,$30.21,"$33,450","$33,590","$39,360","$48,840","$62,840",Non Entry level and Tech
534,North Carolina,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",0,"Cross-industry, private, federal, state, and local",2022,"21,910",1.7,24,$20.22,"$42,050",0.6,$13.75,$15.36,$18.27,$23.09,$29.57,"$28,600","$31,960","$38,010","$48,020","$61,500",Entry level and Non-tech
535,North Carolina,11-3031,Financial Managers,0,"Cross-industry, private, federal, state, and local",2022,"19,420",1.6,24,$77.74,"$161,710",1.4,$39.60,$51.59,$66.90,$89.77,*,"$82,360","$107,300","$139,150","$186,730",*,Non Entry level and Non-tech
536,North Carolina,43-5061,"Production, Planning, and Expediting Clerks",0,"Cross-industry, private, federal, state, and local",2022,"10,460",1.9,24,$23.53,"$48,950",0.6,$15.02,$17.89,$22.40,$28.32,$33.08,"$31,250","$37,210","$46,600","$58,910","$68,810",Entry level and Non-tech
537,North Carolina,43-6011,Executive Secretaries and Executive Administrative Assistants,0,"Cross-industry, private, federal, state, and local",2022,"9,970",5.4,24,$30.77,"$64,010",2.5,$19.23,$23.95,$30.37,$36.90,$40.45,"$40,000","$49,820","$63,180","$76,760","$84,140",Entry level and Non-tech
538,North Carolina,15-1299,"Computer Occupations, All Other",0,"Cross-industry, private, federal, state, and local",2022,"6,580",4.4,24,$47.09,"$97,950",0.9,$23.39,$33.35,$46.22,$58.98,$71.87,"$48,640","$69,360","$96,140","$122,680","$149,490",Non Entry level and Tech
539,North Carolina,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",0,"Cross-industry, private, federal, state, and local",2022,"5,510",6.4,24,$20.35,"$42,330",2.6,$13.82,$16.83,$20.05,$22.98,$27.24,"$28,750","$35,000","$41,700","$47,800","$56,660",Non Entry level and Tech
540,North Carolina,29-2053,Psychiatric Technicians,0,"Cross-industry, private, federal, state, and local",2022,"4,290",8.9,24,$17.63,"$36,660",1.5,$13.00,$15.67,$17.49,$19.52,$22.00,"$27,040","$32,600","$36,380","$40,610","$45,760",Non Entry level and Tech
541,North Carolina,29-2032,Diagnostic Medical Sonographers,0,"Cross-industry, private, federal, state, and local",2022,"3,300",2.8,24,$36.35,"$75,610",0.7,$28.42,$30.94,$37.25,$40.05,$45.20,"$59,110","$64,340","$77,480","$83,310","$94,020",Non Entry level and Tech
542,North Carolina,19-4021,Biological Technicians,0,"Cross-industry, private, federal, state, and local",2022,"2,570",6.3,24,$23.17,"$48,180",2.3,$15.37,$17.96,$19.88,$26.91,$35.60,"$31,970","$37,350","$41,350","$55,970","$74,050",Entry level and Tech
543,North Carolina,13-2054,Financial Risk Specialists,0,"Cross-industry, private, federal, state, and local",2022,"2,220",4.5,24,$57.37,"$119,330",0.9,$31.83,$39.75,$51.17,$66.86,$85.74,"$66,210","$82,670","$106,440","$139,070","$178,350",Non Entry level and Tech
544,North Carolina,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0,"Cross-industry, private, federal, state, and local",2022,"1,550",5.6,24,$14.44,"$30,030",0.9,$11.67,$12.86,$13.74,$15.80,$17.96,"$24,280","$26,760","$28,570","$32,860","$37,360",Non Entry level and Tech
545,North Carolina,51-4111,Tool and Die Makers,0,"Cross-industry, private, federal, state, and local",2022,"1,300",3.7,24,$26.71,"$55,550",1.0,$18.36,$23.28,$26.68,$31.00,$33.30,"$38,190","$48,420","$55,490","$64,480","$69,260",Non Entry level and Tech
546,North Carolina,17-3013,Mechanical Drafters,0,"Cross-industry, private, federal, state, and local",2022,810,7.3,24,$29.86,"$62,110",1.7,$18.74,$23.07,$28.60,$35.54,$40.71,"$38,990","$47,990","$59,480","$73,930","$84,680",Non Entry level and Tech
547,North Carolina,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0,"Cross-industry, private, federal, state, and local",2022,480,7.3,24,$21.27,"$44,250",1.2,$15.60,$18.60,$19.73,$24.08,$28.19,"$32,450","$38,690","$41,030","$50,080","$58,640",Entry level and Non-tech
548,North Carolina,17-2131,Materials Engineers,0,"Cross-industry, private, federal, state, and local",2022,380,14.3,24,$46.27,"$96,230",2.5,$33.66,$38.52,$44.18,$51.04,$66.56,"$70,010","$80,130","$91,900","$106,150","$138,450",Non Entry level and Tech
549,North Carolina,27-1014,Special Effects Artists and Animators,0,"Cross-industry, private, federal, state, and local",2022,360,28.7,24,$36.01,"$74,890",4.0,$22.53,$28.12,$34.19,$42.23,$53.21,"$46,850","$58,500","$71,110","$87,840","$110,670",Non Entry level and Tech
550,North Carolina,51-4051,Metal-Refining Furnace Operators and Tenders,0,"Cross-industry, private, federal, state, and local",2022,360,28.5,24,$19.10,"$39,730",6.0,$15.46,$16.62,$17.66,$22.08,$23.29,"$32,160","$34,570","$36,730","$45,930","$48,450",Non Entry level and Non-tech
551,North Carolina,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,220,11.4,24,$18.09,"$37,630",3.9,$13.65,$14.28,$15.14,$20.77,$26.75,"$28,390","$29,700","$31,490","$43,190","$55,640",Non Entry level and Tech
552,North Carolina,27-1029,"Designers, All Other",0,"Cross-industry, private, federal, state, and local",2022,70,15.8,24,$28.26,"$58,770",5.3,$15.73,$18.64,$29.55,$37.47,$39.27,"$32,720","$38,760","$61,470","$77,940","$81,670",Non Entry level and Tech
553,North Carolina,13-1020,Buyers and Purchasing Agents,0,"Cross-industry, private, federal, state, and local",2022,"14,610",2.2,25,$34.27,"$71,280",0.8,$19.48,$23.73,$30.39,$39.80,$52.52,"$40,510","$49,360","$63,200","$82,770","$109,240",Non Entry level and Non-tech
554,North Carolina,17-2112,Industrial Engineers,0,"Cross-industry, private, federal, state, and local",2022,"9,820",2.8,25,$44.71,"$92,990",0.7,$29.70,$36.64,$41.53,$49.82,$62.29,"$61,770","$76,220","$86,390","$103,630","$129,570",Non Entry level and Tech
555,North Carolina,53-7081,Refuse and Recyclable Material Collectors,0,"Cross-industry, private, federal, state, and local",2022,"6,280",3.0,25,$17.75,"$36,910",1.9,$10.89,$13.15,$18.04,$22.33,$23.56,"$22,640","$27,350","$37,530","$46,450","$49,010",Non Entry level and Tech
